annual_income,credit_score,previous_defaults,credit_utilization_ratio,inquiry_count_6m,debt_to_income_ratio,default_flag
37377,674,1,0.11,1,0.15,0
61557,619,0,0.19,3,0.15,0
39528,632,0,0.2,1,0.27,0
56525,642,0,0.32,3,0.13,0
50050,687,0,0.33,1,0.28,0
49450,726,0,0.47,3,0.24,0
43150,791,0,0.3,1,0.51,0
61869,717,1,0.31,1,0.2,0
34855,689,0,0.07,0,0.29,0
56819,772,1,0.91,2,0.32,0
55793,666,1,0.3,0,0.45,0
43750,823,0,0.89,1,0.54,0
59154,620,1,0.82,0,0.47,1
43077,728,2,0.49,3,0.03,0
35532,697,0,0.22,1,0.15,0
52904,734,0,0.29,0,0.21,0
42140,630,1,0.36,3,0.41,0
43584,646,0,0.83,0,0.47,0
44428,598,0,0.41,1,0.42,0
50105,690,0,0.16,2,0.34,0
51043,692,0,0.44,1,0.3,0
68971,703,0,0.42,0,0.2,0
49726,641,0,0.05,1,0.41,0
44190,642,1,0.38,1,0.32,0
50105,731,1,0.21,1,0.29,0
67385,681,1,0.72,2,0.32,0
32071,696,0,0.75,1,0.29,0
48644,688,1,0.37,2,0.28,0
59983,635,0,0.6,2,0.36,0
50105,705,1,0.33,1,0.22,0
32986,625,0,0.52,1,0.32,0
63326,698,0,0.58,0,0.12,0
49796,633,1,0.28,3,0.21,0
50105,744,0,0.13,1,0.29,0
46027,694,0,0.43,0,0.21,0
50105,627,0,0.53,1,0.16,0
50105,641,0,0.48,1,0.29,0
37544,713,0,0.09,0,0.19,0
35424,709,0,0.59,1,0.4,0
50105,628,1,0.23,2,0.29,0
68564,613,0,0.04,0,0.19,0
49529,719,0,0.13,0,0.35,0
40454,660,0,0.62,0,0.49,0
45770,729,0,0.94,2,0.49,0
67004,607,0,0.12,0,0.03,0
66476,612,0,0.34,1,0.1,0
52102,759,1,0.42,4,0.19,0
52494,629,1,0.13,5,0.44,1
32336,690,0,0.12,1,0.2,0
50105,578,0,0.05,1,0.25,0
50105,667,0,0.13,2,0.29,0
44431,661,0,0.05,1,0.23,0
42204,642,0,1.0,1,0.51,0
50105,753,1,0.75,3,0.54,1
37740,536,0,0.63,2,0.33,0
50105,706,0,0.54,1,0.19,0
50105,652,0,0.23,1,0.27,0
52417,738,2,0.4,2,0.3,0
52743,657,0,0.59,1,0.18,0
67422,628,0,0.38,2,0.36,0
54526,645,2,0.43,2,0.17,0
60611,577,2,0.35,0,0.43,1
60990,648,0,0.26,1,0.28,0
61595,770,0,0.09,1,0.02,0
45041,673,0,0.41,1,0.07,0
50105,677,0,0.87,1,0.17,0
50105,606,0,0.43,1,0.29,0
39121,598,0,0.68,4,0.29,0
42031,606,0,0.53,1,0.45,0
56231,669,2,0.63,0,0.18,0
32500,636,2,0.26,1,0.29,0
36074,705,0,0.71,2,0.19,0
50105,771,0,0.42,0,0.53,0
58259,689,2,0.56,0,0.17,0
35088,658,0,0.5,0,0.53,0
53100,685,0,0.58,2,0.33,0
54483,744,0,0.18,0,0.3,0
57082,661,0,0.6,0,0.28,0
30923,693,0,0.23,2,0.29,0
62622,679,0,0.86,2,0.07,0
56577,739,0,0.3,0,0.34,0
56055,759,1,0.11,0,0.21,0
64462,695,0,0.71,1,0.08,0
57313,655,1,0.51,2,0.25,0
36190,594,0,0.14,2,0.2,0
34957,748,1,0.58,0,0.44,0
36195,688,0,0.17,2,0.33,0
46262,674,0,0.91,3,0.48,0
50105,742,0,0.69,0,0.15,0
53535,681,0,0.18,0,0.36,0
64626,764,0,0.39,3,0.2,0
50076,660,1,0.72,2,0.31,0
33744,710,0,0.52,1,0.29,0
50105,646,1,0.58,3,0.21,0
46499,634,0,0.79,1,0.2,0
63219,638,0,0.65,1,0.27,0
49391,751,0,0.32,0,0.26,0
46705,581,0,0.4,0,0.29,0
52800,695,0,0.36,1,0.06,0
50105,702,1,0.43,1,0.29,0
41795,604,0,0.27,0,0.51,0
61107,632,0,0.47,3,0.2,0
50105,668,1,0.74,1,0.28,0
43779,632,1,0.39,1,0.11,0
40838,656,1,0.08,2,0.16,0
62205,661,0,0.71,2,0.17,0
66263,648,0,0.34,0,0.39,0
44615,709,0,0.86,1,0.32,0
66362,590,1,0.27,0,0.37,0
54765,596,0,0.66,1,0.26,0
50105,662,0,0.21,1,0.27,0
31245,578,1,0.04,2,0.29,1
50105,602,0,0.58,2,0.29,0
50105,615,0,0.27,0,0.14,0
41829,716,3,0.14,2,0.4,0
64985,683,0,0.23,3,0.18,0
54579,661,1,0.16,1,0.25,0
64089,799,0,0.62,5,0.17,0
55834,770,1,0.1,1,0.25,0
63743,667,1,0.7,2,0.27,0
58486,682,0,0.3,3,0.27,0
56282,621,0,0.37,4,0.31,0
50514,670,1,0.73,1,0.52,1
49386,705,1,0.34,3,0.2,0
48044,724,2,0.36,0,0.03,0
61535,686,0,0.81,3,0.35,0
53614,623,0,0.45,1,0.24,0
52480,680,1,0.3,0,0.1,0
50105,696,0,0.26,1,0.29,0
65055,635,0,0.56,1,0.06,0
55663,631,0,0.74,5,0.27,0
56113,637,0,0.75,3,0.17,0
46602,771,0,0.64,0,0.26,0
45593,646,0,0.59,1,0.41,0
41938,762,0,0.61,2,0.29,0
48160,604,1,0.38,1,0.38,0
37951,622,1,0.2,0,0.44,0
51994,733,0,0.45,1,0.4,0
42061,682,0,0.22,0,0.42,0
37559,753,1,0.18,0,0.36,0
57953,742,0,0.39,3,0.25,0
40144,710,0,0.48,0,0.48,0
37963,688,1,0.2,1,0.38,0
46510,601,1,0.36,2,0.41,0
65062,706,1,0.07,1,0.17,0
56087,651,0,0.36,1,0.24,0
39035,699,0,0.74,0,0.29,0
41779,635,0,0.24,2,0.36,0
53346,729,0,0.83,0,0.26,0
42424,748,1,0.35,2,0.32,0
43249,748,2,0.43,4,0.09,0
58458,640,0,0.75,0,0.07,0
50105,740,0,1.0,1,0.29,0
52351,711,0,0.38,2,0.27,0
38459,711,1,0.21,1,0.36,0
41226,674,0,0.55,3,0.2,0
54239,551,0,0.08,0,0.37,0
48240,643,0,0.34,0,0.16,0
50105,741,0,0.41,3,0.12,0
44930,693,0,0.55,5,0.32,0
50105,718,0,0.26,0,0.36,0
54605,641,0,0.59,0,0.29,0
63196,664,0,0.92,2,0.31,0
50551,746,1,0.35,0,0.16,0
53234,728,0,0.65,3,0.33,0
50105,704,0,0.38,1,0.35,0
50105,637,2,0.5,0,0.25,0
57411,679,0,0.22,1,0.31,0
48712,671,0,0.32,0,0.12,0
59239,753,1,0.28,2,0.3,0
52105,681,0,0.39,0,0.19,0
46212,687,0,0.39,3,0.45,0
50105,703,0,0.46,4,0.09,0
34579,679,0,0.37,1,0.44,0
60090,633,1,0.36,1,0.3,0
56343,628,0,0.25,2,0.12,0
34413,649,0,0.24,0,0.29,0
43779,689,0,0.55,3,0.29,0
46106,771,0,0.43,0,0.27,0
39794,723,1,0.46,2,0.51,0
39264,655,1,0.6,2,0.47,0
39612,668,0,0.39,2,0.09,0
50105,628,1,0.55,2,0.09,0
50105,703,0,0.13,1,0.48,0
49765,728,0,0.26,0,0.21,0
46929,642,0,0.74,1,0.31,0
50105,682,0,0.56,1,0.49,0
50105,706,0,0.83,1,0.54,0
54920,720,0,0.43,2,0.15,0
50105,688,0,0.41,2,0.28,0
64333,658,0,0.45,1,0.2,0
48118,648,0,0.07,1,0.14,0
31935,624,0,0.3,1,0.37,0
44233,647,0,0.43,2,0.3,0
35014,662,0,0.49,4,0.15,0
50105,736,0,0.19,2,0.21,0
50105,694,0,0.36,1,0.1,0
50105,632,0,0.26,2,0.37,0
35909,678,0,0.41,1,0.29,0
41146,685,0,0.39,2,0.17,0
46917,613,1,0.76,1,0.17,0
50105,716,0,1.0,3,0.19,0
50105,674,0,0.32,4,0.19,0
55320,622,1,0.13,1,0.25,0
50105,675,0,0.47,1,0.18,0
39336,617,1,0.6,5,0.17,0
41412,671,0,0.62,4,0.27,0
40336,680,0,0.42,2,0.5,0
65685,702,0,0.6,0,0.23,0
50105,658,1,0.12,1,0.14,0
32191,726,0,0.28,1,0.29,0
52194,694,0,0.01,4,0.25,0
52464,639,1,0.71,0,0.15,0
41971,580,0,0.27,1,0.32,0
46892,613,0,0.32,2,0.48,0
46219,702,1,0.37,0,0.13,0
57831,762,0,0.35,1,0.19,0
67483,699,1,0.45,0,0.4,0
48264,669,1,0.52,3,0.31,0
50105,701,0,0.62,1,0.44,0
50105,654,1,0.46,3,0.09,0
32390,693,0,0.05,0,0.15,0
37081,689,0,0.17,1,0.48,0
50105,684,0,0.09,0,0.11,0
57014,669,0,0.55,3,0.26,0
61819,690,1,0.54,2,0.24,0
49032,742,0,0.04,1,0.19,0
66761,601,1,0.15,2,0.24,0
50105,682,0,0.59,4,0.27,0
39496,724,0,0.25,1,0.5,0
49864,761,0,0.51,1,0.29,0
42570,666,0,0.58,2,0.14,0
50105,651,0,0.23,0,0.11,0
59599,692,1,0.89,2,0.16,0
56420,621,0,0.94,0,0.37,0
67774,726,0,0.2,2,0.25,0
59501,725,1,0.58,1,0.28,0
36834,675,0,0.37,0,0.39,0
36592,662,0,0.42,2,0.44,0
60176,618,0,0.55,1,0.15,0
47295,730,0,0.62,1,0.24,0
62512,764,0,0.78,2,0.36,0
47231,624,0,0.03,1,0.37,0
51117,669,3,0.31,2,0.32,0
40116,763,0,0.38,2,0.39,0
52514,656,1,0.4,1,0.17,0
50105,680,0,0.12,3,0.2,0
64107,732,0,0.26,1,0.27,0
40911,725,2,1.0,3,0.15,0
61839,693,0,0.38,1,0.15,0
64975,725,0,0.39,2,0.22,0
50105,592,1,0.28,0,0.29,0
48430,715,0,0.24,1,0.34,0
48750,759,0,0.16,2,0.36,0
64301,724,0,0.19,1,0.23,0
32786,706,1,0.34,2,0.29,0
36905,749,0,0.97,2,0.29,0
67892,601,0,0.08,0,0.21,0
53714,689,1,0.29,1,0.22,0
38800,683,0,0.14,0,0.47,0
58965,694,0,0.5,2,0.35,0
50105,696,1,0.66,1,0.28,0
54639,723,2,0.29,2,0.3,0
64266,668,1,0.66,2,0.26,0
56734,729,0,0.51,1,0.26,0
39936,735,1,0.21,2,0.48,0
56110,676,0,0.08,1,0.31,0
50105,630,0,0.21,1,0.29,0
43800,716,0,0.6,0,0.03,0
47888,760,0,0.55,1,0.36,0
47784,621,1,0.26,0,0.38,0
65878,742,0,0.69,1,0.32,0
64238,692,0,0.55,3,0.18,0
50105,705,1,0.58,2,0.39,0
68427,589,0,0.1,1,0.3,0
50105,598,0,0.53,3,0.47,0
49369,668,0,0.36,1,0.3,0
39987,735,0,0.22,1,0.38,0
32019,681,0,0.41,1,0.09,0
48185,705,0,0.42,4,0.11,0
50105,670,0,0.29,3,0.13,0
45130,657,1,0.25,1,0.14,0
39138,659,0,0.48,0,0.49,0
41394,686,0,0.46,1,0.14,0
35263,713,0,0.63,1,0.29,0
48188,693,0,0.03,1,0.3,0
42583,702,0,0.38,0,0.36,0
52969,584,0,0.15,1,0.04,0
51456,693,0,0.08,0,0.41,0
31805,615,0,0.44,1,0.47,0
52496,673,0,0.7,2,0.3,0
50105,718,0,0.28,2,0.54,0
65441,609,0,0.63,3,0.22,0
50105,766,0,0.53,0,0.24,0
46987,636,0,0.78,3,0.52,0
45367,803,0,0.33,0,0.33,0
48312,674,0,0.67,3,0.24,0
47991,681,0,0.11,3,0.37,0
47355,654,0,0.37,0,0.29,0
48905,686,2,0.55,2,0.27,0
50105,725,0,0.41,2,0.53,0
48618,677,0,0.55,1,0.31,0
59500,685,0,0.33,2,0.19,0
50105,740,0,0.44,1,0.31,0
34168,757,0,0.39,1,0.46,0
51293,614,0,0.41,0,0.09,0
50105,745,0,0.25,0,0.08,0
64297,596,0,0.18,0,0.09,0
45064,651,0,1.0,1,0.32,0
64887,673,0,0.62,2,0.06,0
59516,655,0,0.16,1,0.29,0
64414,683,0,0.09,3,0.3,0
50105,708,0,0.45,1,0.29,0
49925,693,0,0.26,1,0.45,0
60289,746,1,0.42,0,0.23,0
50105,774,0,0.41,1,0.46,0
52174,681,0,0.56,2,0.02,0
62638,669,1,0.6,2,0.14,0
45741,705,0,0.7,0,0.06,0
33280,693,0,0.37,1,0.46,0
53405,657,0,0.35,1,0.17,0
43372,711,0,0.02,3,0.3,0
50105,553,0,0.26,1,0.54,0
33917,631,0,0.63,0,0.46,0
37745,753,0,0.56,2,0.51,0
50724,700,0,0.75,1,0.29,0
48667,600,0,0.12,2,0.25,0
50105,682,0,0.84,2,0.27,0
38634,669,0,0.16,2,0.2,0
57667,709,0,0.19,1,0.26,0
57694,631,0,0.33,2,0.12,0
45182,713,0,0.41,1,0.49,0
53053,694,0,0.71,1,0.21,0
66399,620,1,0.45,0,0.16,0
51749,700,0,0.52,1,0.36,0
54249,733,0,0.2,3,0.1,0
50451,654,2,0.68,0,0.27,0
57342,763,1,0.73,2,0.25,0
46287,719,0,0.5,0,0.42,0
50105,769,1,0.49,4,0.06,0
41965,751,0,0.41,3,0.29,0
49344,722,0,0.08,2,0.24,0
46900,713,0,0.46,2,0.2,0
60563,812,0,0.44,6,0.12,0
64124,697,0,0.58,4,0.2,0
38806,662,0,0.49,1,0.54,0
43729,667,0,0.42,2,0.5,0
40206,612,0,0.4,3,0.38,0
63093,714,0,0.27,3,0.31,0
45278,588,1,0.54,2,0.43,1
50105,643,0,0.47,2,0.22,0
60733,703,0,0.4,0,0.16,0
54604,666,0,0.11,4,0.3,0
51113,682,1,0.25,3,0.26,0
39299,715,2,0.19,1,0.4,0
41814,595,0,0.72,1,0.36,0
55332,761,0,0.35,2,0.41,0
51353,695,0,0.27,0,0.21,0
53851,705,0,0.22,1,0.27,0
57459,684,0,0.35,0,0.34,0
50105,657,1,0.48,2,0.51,0
50880,742,0,0.22,2,0.28,0
50105,716,0,0.04,2,0.4,0
32072,725,0,0.12,0,0.29,0
61557,744,0,0.21,4,0.16,0
65223,660,0,0.39,1,0.09,0
55978,563,0,0.64,0,0.32,0
50105,739,0,0.58,3,0.29,0
58987,683,0,0.08,0,0.22,0
45139,641,0,0.18,1,0.51,0
54201,647,1,0.66,1,0.38,0
48386,598,1,0.28,2,0.11,0
40746,633,1,0.24,0,0.5,0
65185,657,0,0.17,2,0.22,0
50039,651,0,0.41,1,0.26,0
63845,774,1,0.26,0,0.24,0
50105,688,0,0.2,1,0.24,0
50105,589,0,0.79,5,0.2,0
56134,789,0,0.18,2,0.14,0
50105,817,0,0.5,1,0.22,0
39306,619,0,0.69,1,0.5,0
47290,685,0,0.25,0,0.14,0
53645,767,0,0.49,1,0.2,0
48695,679,1,0.31,1,0.02,0
50105,681,0,0.62,0,0.29,0
52976,697,0,0.4,1,0.31,0
50105,758,1,0.45,1,0.29,0
50105,721,0,0.35,4,0.34,0
67432,645,0,0.65,0,0.24,0
57059,657,0,0.96,2,0.06,0
36507,714,0,1.0,1,0.38,0
62591,667,0,0.58,1,0.33,0
65194,709,1,0.71,2,0.29,0
43472,625,0,0.6,1,0.43,0
50105,667,1,0.22,1,0.29,0
50105,766,1,0.28,4,0.09,0
50105,706,0,0.15,2,0.54,0
50105,627,1,0.16,0,0.0,0
50105,671,1,0.64,0,0.29,0
50105,650,0,0.63,0,0.3,0
43919,665,1,0.09,3,0.2,0
42471,655,0,0.15,0,0.32,0
49995,708,0,0.39,2,0.37,0
47791,641,0,0.91,3,0.38,0
59733,681,1,0.29,2,0.15,0
67772,690,1,0.43,2,0.32,0
63132,578,2,0.18,3,0.28,0
48966,717,0,0.93,1,0.24,0
50105,689,0,1.0,2,0.24,0
39543,725,0,0.26,3,0.45,0
64252,694,0,0.32,2,0.19,0
50105,632,0,0.54,2,0.29,0
50105,634,2,0.27,1,0.19,0
50105,663,1,0.66,0,0.28,0
63217,748,0,0.1,2,0.39,0
68628,609,1,0.39,2,0.11,0
49317,704,0,0.48,0,0.13,0
39002,703,1,0.24,2,0.3,0
42973,717,0,0.4,2,0.14,0
41733,660,1,0.47,5,0.29,0
38447,740,0,0.63,2,0.24,0
68237,662,1,0.25,2,0.12,0
50105,693,0,0.11,0,0.49,0
66816,621,0,0.35,4,0.19,0
46103,688,0,0.84,4,0.4,0
62590,654,0,0.49,1,0.16,0
34226,771,1,0.71,2,0.44,1
50105,676,0,0.33,4,0.35,0
58285,679,1,0.3,2,0.16,0
68513,726,1,0.2,1,0.07,0
58596,685,1,0.1,2,0.12,0
55551,645,0,0.25,1,0.3,0
34162,799,1,0.71,1,0.04,0
33987,719,0,0.59,5,0.29,0
50105,711,1,0.47,3,0.33,0
33527,675,0,0.52,1,0.29,0
50105,751,0,0.87,0,0.29,0
54072,740,0,0.26,1,0.2,0
40900,734,0,0.48,1,0.12,0
44801,711,0,0.89,1,0.49,0
50105,678,0,0.18,1,0.16,0
46213,736,1,0.4,0,0.4,0
44275,637,0,0.25,2,0.12,0
50105,716,0,0.54,1,0.37,0
46567,583,0,0.3,1,0.28,0
58610,633,1,0.29,1,0.27,0
42636,705,0,0.86,1,0.41,0
46580,708,0,0.69,0,0.28,0
45866,663,1,0.22,1,0.18,0
47530,669,0,0.49,1,0.42,0
52764,738,1,0.26,1,0.09,0
50105,662,0,0.29,1,0.5,0
60442,700,0,0.58,2,0.14,0
50105,668,0,0.26,1,0.29,0
53217,538,0,0.05,0,0.31,0
50105,764,0,0.12,0,0.07,0
50105,670,1,0.26,2,0.29,0
50105,663,1,0.54,1,0.29,0
41747,684,0,0.47,3,0.42,0
55853,734,0,0.18,2,0.15,0
36278,752,0,0.35,2,0.43,0
66786,707,1,0.34,0,0.23,0
35430,657,0,0.28,1,0.29,0
49761,649,0,0.22,3,0.27,0
50105,700,0,0.81,1,0.29,0
40876,722,1,0.04,1,0.27,0
49760,556,0,0.33,4,0.32,0
36923,701,1,0.14,3,0.4,0
50557,687,0,0.32,1,0.43,0
57334,678,0,0.16,4,0.29,0
40031,675,0,0.22,3,0.05,0
45672,608,1,0.44,1,0.44,0
46348,636,0,0.25,1,0.03,0
52324,663,0,0.74,1,0.11,0
55771,641,0,0.73,1,0.34,0
43601,734,1,0.51,1,0.48,0
55896,638,1,0.11,2,0.41,0
36878,763,0,0.25,2,0.45,0
54486,698,0,0.23,0,0.18,0
50105,716,0,0.35,3,0.11,0
32076,647,0,0.42,3,0.31,0
39952,610,0,0.49,3,0.23,0
50105,708,1,0.47,1,0.15,0
50105,723,0,0.45,1,0.3,0
53253,622,0,0.18,3,0.18,0
51234,674,0,0.63,0,0.47,0
37021,680,1,0.53,0,0.44,0
54325,713,0,0.12,2,0.46,0
38669,622,0,0.22,0,0.13,0
48595,648,0,0.61,2,0.4,0
50428,672,0,0.67,1,0.44,0
50105,650,0,0.46,4,0.29,0
47118,784,1,0.72,2,0.26,0
50333,638,0,0.73,4,0.41,1
57480,748,1,0.16,0,0.27,0
60670,658,0,0.62,1,0.47,0
45094,553,2,0.22,3,0.27,0
46698,682,0,0.97,3,0.36,0
50105,668,1,0.68,2,0.03,0
51030,665,1,0.57,1,0.29,0
50105,740,0,0.55,1,0.18,0
44189,660,0,0.47,2,0.41,0
45985,717,0,0.19,1,0.22,0
50105,694,0,0.32,2,0.13,0
40017,667,0,0.86,1,0.29,0
37795,718,0,0.51,3,0.08,0
36695,622,1,0.37,1,0.17,0
66593,749,0,0.4,2,0.41,0
37371,623,0,0.45,3,0.53,0
52335,698,0,0.88,0,0.39,0
40230,554,1,0.6,1,0.4,0
60913,651,0,0.29,1,0.43,0
50105,645,0,0.72,3,0.52,0
68743,567,0,0.68,2,0.24,0
63631,689,0,0.18,0,0.18,0
52877,681,1,0.85,1,0.35,0
37266,630,0,0.97,3,0.29,0
64379,618,0,0.25,0,0.26,0
61517,628,0,0.24,3,0.19,0
50105,655,0,0.15,1,0.29,0
35697,738,1,0.69,0,0.33,0
42127,666,2,0.22,0,0.42,0
50105,648,0,0.12,2,0.14,0
34965,728,0,0.3,1,0.18,0
42945,678,0,0.56,0,0.17,0
56517,711,0,0.43,1,0.37,0
50105,720,0,0.63,2,0.33,0
58290,683,1,0.65,3,0.04,0
50105,676,1,0.4,1,0.24,0
59806,633,2,0.9,1,0.15,0
41868,696,1,0.45,2,0.32,0
50105,732,0,0.33,1,0.08,0
55920,617,0,0.25,1,0.3,0
63803,594,1,0.39,0,0.28,0
42640,681,0,0.47,1,0.32,0
43537,651,0,0.04,1,0.29,0
33857,609,0,0.17,2,0.43,0
50105,667,0,0.5,4,0.48,0
40645,679,0,0.18,2,0.21,0
50105,682,0,0.25,0,0.13,0
60294,646,0,0.07,2,0.42,0
50105,619,0,0.3,1,0.21,0
43286,645,0,0.21,1,0.32,0
49902,752,1,0.35,1,0.02,0
45083,668,0,0.64,1,0.38,0
50105,654,1,0.6,0,0.29,0
54476,677,0,0.61,1,0.14,0
63905,656,0,0.75,2,0.16,0
41418,722,1,0.89,1,0.38,0
47400,663,1,0.36,1,0.18,0
53136,681,1,0.29,1,0.18,0
61747,672,0,0.73,0,0.19,0
58232,747,1,0.47,2,0.09,0
34333,635,0,0.42,1,0.43,0
34741,673,0,0.98,2,0.24,0
54041,676,0,0.9,3,0.11,0
50105,788,0,0.17,2,0.17,0
49553,699,1,0.12,1,0.08,0
59730,662,1,0.25,2,0.24,0
50105,709,0,0.58,2,0.29,0
51003,656,0,1.0,2,0.16,0
51809,702,0,0.75,4,0.39,0
62556,687,1,0.82,2,0.23,0
50105,758,1,0.31,2,0.06,0
49688,772,0,0.78,1,0.46,0
35973,595,1,0.35,2,0.39,0
41060,699,0,0.64,0,0.51,0
58414,631,0,0.67,2,0.23,0
56249,671,0,0.38,1,0.16,0
44692,671,1,0.54,3,0.5,0
43119,733,0,0.75,5,0.39,0
48432,718,1,0.59,3,0.37,0
56404,652,1,1.0,4,0.23,1
44609,658,0,0.22,1,0.42,0
39515,786,1,0.39,1,0.19,0
50105,632,0,0.35,3,0.26,0
34291,744,0,0.36,0,0.31,0
44547,632,0,0.38,1,0.22,0
38317,623,0,0.58,1,0.35,0
63143,630,0,0.52,1,0.1,0
65057,690,0,0.26,0,0.27,0
61403,773,0,0.19,0,0.26,0
38125,681,1,0.24,2,0.32,0
52582,714,2,0.35,2,0.39,0
40367,686,0,0.08,0,0.29,0
31561,657,1,0.29,0,0.42,0
48649,623,0,0.28,2,0.2,0
54840,655,0,0.91,0,0.08,0
55996,660,0,0.45,1,0.31,0
65720,694,1,0.64,6,0.45,0
51113,662,0,0.49,1,0.44,0
41167,611,1,0.42,1,0.11,0
65574,706,1,0.27,2,0.07,0
50105,683,0,0.34,2,0.28,0
48033,632,0,0.4,1,0.25,0
66283,723,0,0.79,1,0.24,0
47862,809,0,0.49,0,0.51,0
50105,680,0,0.6,4,0.08,0
43811,624,0,0.01,1,0.41,0
58455,709,0,0.38,1,0.39,0
37570,701,0,0.16,2,0.12,0
62001,638,2,0.51,3,0.09,0
62595,663,0,0.37,2,0.26,0
36018,587,0,0.31,2,0.34,0
33632,718,1,0.22,1,0.29,0
55587,689,0,0.84,7,0.18,0
59339,600,0,0.45,1,0.19,0
50105,701,0,0.58,1,0.16,0
50559,602,0,0.87,1,0.19,0
67704,760,0,0.67,1,0.11,0
54746,694,1,0.09,1,0.37,0
50484,656,0,0.55,1,0.35,0
33018,649,0,0.42,5,0.29,0
51845,648,0,0.28,2,0.23,0
62109,669,0,0.37,0,0.13,0
57840,671,0,0.68,1,0.22,0
37366,621,0,0.4,0,0.34,0
57271,706,1,0.09,1,0.27,0
31955,683,0,0.73,0,0.3,0
46707,733,1,0.38,2,0.37,0
50105,663,0,0.23,2,0.26,0
58321,631,0,0.3,4,0.29,0
41498,769,0,0.49,2,0.29,0
38392,665,0,0.29,0,0.38,0
50105,678,0,0.6,1,0.38,0
47717,670,0,0.39,1,0.38,0
50105,669,2,0.26,1,0.18,0
41183,750,0,0.99,4,0.4,0
40791,685,1,0.11,2,0.45,0
44292,675,0,0.24,2,0.31,0
54626,731,0,0.28,4,0.27,0
47535,706,0,0.42,2,0.25,0
50105,601,0,0.27,2,0.18,0
42726,716,1,0.74,2,0.38,0
51835,715,0,0.13,4,0.35,0
31432,753,0,0.35,1,0.39,0
48137,710,1,0.51,0,0.25,0
65253,650,0,0.08,2,0.35,0
55643,602,0,0.35,1,0.42,0
38241,693,0,0.27,2,0.28,0
59101,720,1,0.1,0,0.15,0
40520,684,1,0.18,0,0.31,0
53547,757,0,0.46,1,0.31,0
40605,639,0,0.64,2,0.37,0
44594,697,1,0.61,4,0.23,0
59006,579,1,0.31,1,0.26,0
40681,556,0,0.17,1,0.29,0
57789,714,1,0.32,0,0.12,0
50105,784,1,0.03,1,0.2,0
50105,559,0,0.21,3,0.29,0
59810,701,3,0.95,0,0.49,1
38911,659,0,0.31,3,0.29,0
64790,635,1,0.41,1,0.11,0
50105,705,1,0.75,3,0.19,0
67886,733,0,0.48,1,0.28,0
62188,688,0,0.26,2,0.24,0
63250,697,0,0.35,1,0.3,0
41118,564,0,1.0,1,0.15,0
42110,708,0,0.46,0,0.29,0
39220,754,1,0.76,0,0.39,0
50105,716,0,0.8,1,0.25,0
52318,744,0,0.81,1,0.05,0
36197,729,1,0.63,1,0.2,0
50735,644,0,0.68,2,0.16,0
50105,663,0,0.43,1,0.22,0
50105,718,0,0.8,3,0.29,0
50105,723,0,0.42,5,0.51,0
50105,689,0,0.87,6,0.25,0
39277,641,0,0.14,2,0.44,0
37798,720,0,0.15,3,0.06,0
52038,650,1,0.21,0,0.42,0
56539,739,0,0.56,0,0.13,0
60413,685,1,0.5,1,0.1,0
56277,707,0,0.24,0,0.12,0
57255,694,0,0.29,0,0.32,0
49716,607,1,0.3,3,0.16,0
43425,661,1,0.61,0,0.31,0
50105,612,0,0.65,1,0.19,0
46699,750,1,0.31,2,0.4,0
48236,598,0,0.47,4,0.42,1
43998,638,1,0.16,0,0.3,0
50105,608,0,0.55,2,0.04,0
45799,689,1,0.32,3,0.34,0
44547,602,0,0.31,0,0.33,0
38743,681,0,0.43,2,0.38,0
50105,756,0,0.7,1,0.29,0
50105,637,0,0.54,1,0.38,0
58430,702,0,0.39,1,0.12,0
50105,713,0,0.33,1,0.29,0
50105,795,0,0.26,2,0.34,0
47821,677,0,0.09,1,0.19,0
54786,695,0,0.75,1,0.2,0
44752,741,0,0.28,2,0.22,0
54796,584,1,0.29,0,0.43,1
45650,741,0,0.72,2,0.38,0
50105,605,0,0.23,0,0.48,0
42951,691,0,0.6,2,0.1,0
60266,628,0,1.0,0,0.28,0
46043,697,0,0.45,1,0.44,0
36844,676,0,0.63,1,0.52,0
50105,587,1,0.48,0,0.29,0
50105,650,0,1.0,2,0.15,0
65767,695,0,0.11,0,0.23,0
65884,597,1,0.67,2,0.33,0
50105,704,0,0.28,1,0.18,0
50105,616,0,0.08,2,0.29,0
57268,708,1,0.3,2,0.06,0
47798,693,0,0.24,0,0.29,0
50105,725,0,0.26,3,0.08,0
50105,771,0,0.66,1,0.07,0
50052,608,0,0.47,1,0.2,0
45739,660,1,0.36,2,0.37,0
49053,670,0,0.37,1,0.39,0
38369,650,1,0.84,2,0.09,0
52461,635,0,0.17,1,0.32,0
60647,706,0,0.71,3,0.15,0
58906,616,0,0.32,1,0.24,0
39457,638,0,0.37,2,0.35,0
44110,680,0,0.51,0,0.48,0
31805,646,1,0.24,0,0.29,0
38214,648,0,0.34,1,0.33,0
50105,727,1,0.14,2,0.14,0
50105,645,0,0.34,0,0.29,0
50105,704,0,0.29,3,0.22,0
50105,711,0,0.3,0,0.29,0
46674,664,2,0.04,1,0.18,0
57076,720,0,0.15,1,0.23,0
52037,686,0,0.42,5,0.2,0
45105,666,1,0.53,2,0.53,0
51729,663,1,0.39,1,0.39,0
43022,654,0,0.57,2,0.26,0
40616,663,0,0.23,1,0.38,0
34423,672,0,0.48,2,0.29,0
46518,681,1,0.37,1,0.12,0
